tripduration,starttime,stoptime,start Station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
558,21/09/2015 19:22,21/09/2015 19:31,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,24443,Subscriber,1990,2
195,21/09/2015 19:23,21/09/2015 19:27,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24688,Subscriber,1980,1
883,21/09/2015 19:24,21/09/2015 19:39,3195,Sip Ave,40.73074263,-74.06378388,3210,Pershing Field,40.74267714,-74.05178863,24520,Subscriber,1971,2
721,21/09/2015 19:25,21/09/2015 19:37,3214,Essex Light Rail,40.7127742,-74.0364857,3203,Hamilton Park,40.72759597,-74.04424731,24589,Subscriber,1987,2
438,21/09/2015 19:26,21/09/2015 19:33,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,24456,Subscriber,1986,2
231,21/09/2015 19:27,21/09/2015 19:31,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,24619,Subscriber,1970,2
502,21/09/2015 19:27,21/09/2015 19:35,3205,JC Medical Center,40.71653978,-74.04963791,3211,Newark Ave,40.72152515,-74.04630454,24478,Subscriber,1988,1
1468,21/09/2015 19:28,21/09/2015 19:52,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24393,Customer,,0
1450,21/09/2015 19:28,21/09/2015 19:52,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24601,Customer,,0
1451,21/09/2015 19:28,21/09/2015 19:52,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24599,Customer,,0
1668,21/09/2015 19:28,21/09/2015 19:56,3195,Sip Ave,40.73074263,-74.06378388,3211,Newark Ave,40.72152515,-74.04630454,24701,Customer,,0
442,21/09/2015 19:30,21/09/2015 19:37,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24440,Subscriber,1968,1
899,21/09/2015 19:32,21/09/2015 19:47,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24450,Subscriber,1973,1
85113,21/09/2015 19:33,22/09/2015 19:11,3195,Sip Ave,40.73074263,-74.06378388,3195,Sip Ave,40.73074263,-74.06378388,24535,Customer,,0
200,21/09/2015 19:36,21/09/2015 19:39,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24680,Subscriber,1963,1
1520,21/09/2015 19:36,21/09/2015 20:02,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,24434,Subscriber,1984,2
995,21/09/2015 19:44,21/09/2015 20:01,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24444,Customer,,0
978,21/09/2015 19:45,21/09/2015 20:01,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24448,Subscriber,1985,1
380,21/09/2015 19:46,21/09/2015 19:52,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24698,Subscriber,1976,1
123,21/09/2015 19:52,21/09/2015 19:54,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,24443,Subscriber,1983,1
956,21/09/2015 19:53,21/09/2015 20:09,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24478,Subscriber,1968,1
771,21/09/2015 19:53,21/09/2015 20:06,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24391,Subscriber,1984,1
498,21/09/2015 19:54,21/09/2015 20:03,3196,Riverview Park,40.7443187,-74.0439909,3197,North St,40.752559,-74.044725,24720,Subscriber,1956,1
156,21/09/2015 19:56,21/09/2015 19:59,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,24571,Subscriber,1987,1
170,21/09/2015 19:58,21/09/2015 20:01,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,24430,Subscriber,1979,1
1704,21/09/2015 19:59,21/09/2015 20:27,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24499,Subscriber,1959,2
231,21/09/2015 20:00,21/09/2015 20:04,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24480,Subscriber,1973,1
1351,21/09/2015 20:04,21/09/2015 20:27,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24434,Subscriber,1984,2
465,21/09/2015 20:05,21/09/2015 20:12,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24566,Customer,,0
373,21/09/2015 20:06,21/09/2015 20:12,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24698,Subscriber,1982,1
1695,21/09/2015 20:10,21/09/2015 20:38,3183,Exchange Place,40.7162469,-74.0334588,3198,Heights Elevator,40.74871595,-74.0404433,24480,Subscriber,1953,1
930,21/09/2015 20:10,21/09/2015 20:26,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,24599,Subscriber,1981,2
975,21/09/2015 20:11,21/09/2015 20:27,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,24387,Subscriber,1976,1
1024,21/09/2015 20:15,21/09/2015 20:32,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,24444,Customer,,0
1144,21/09/2015 20:15,21/09/2015 20:34,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,24448,Subscriber,1985,1
195,21/09/2015 20:18,21/09/2015 20:22,3213,Van Vorst Park,40.71848892,-74.04772663,3205,JC Medical Center,40.71653978,-74.04963791,24571,Subscriber,1974,1
505,21/09/2015 20:23,21/09/2015 20:31,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24687,Subscriber,1984,2
595,21/09/2015 20:24,21/09/2015 20:34,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,24667,Customer,,0
634,21/09/2015 20:25,21/09/2015 20:36,3202,Newport PATH,40.7272235,-74.0337589,3206,Hilltop,40.7311689,-74.0575736,24603,Subscriber,1984,1
430,21/09/2015 20:28,21/09/2015 20:36,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24678,Subscriber,1977,1
1347,21/09/2015 20:32,21/09/2015 20:54,3186,Grove St PATH,40.71958612,-74.04311746,3207,Oakland Ave,40.7376037,-74.0524783,24687,Subscriber,1984,2
335,21/09/2015 20:35,21/09/2015 20:40,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24549,Subscriber,1989,2
833,21/09/2015 20:35,21/09/2015 20:49,3186,Grove St PATH,40.71958612,-74.04311746,3194,McGinley Square,40.72533993,-74.06762213,24444,Customer,,0
300,21/09/2015 20:38,21/09/2015 20:43,3185,City Hall,40.7177325,-74.043845,3209,Brunswick St,40.7241765,-74.0506564,24547,Subscriber,1983,1
378,21/09/2015 20:39,21/09/2015 20:45,3220,5 Corners Library,40.73496102,-74.05950308,3210,Pershing Field,40.74267714,-74.05178863,24661,Subscriber,1989,2
181,21/09/2015 20:39,21/09/2015 20:43,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24448,Subscriber,1976,2
122,21/09/2015 20:42,21/09/2015 20:44,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24490,Subscriber,1990,1
123,21/09/2015 20:43,21/09/2015 20:45,3184,Paulus Hook,40.7141454,-74.0335519,3214,Essex Light Rail,40.7127742,-74.0364857,24710,Subscriber,1999,1
1610,21/09/2015 20:44,21/09/2015 21:11,3197,North St,40.752559,-74.044725,3197,North St,40.752559,-74.044725,24496,Customer,,0
1559,21/09/2015 20:45,21/09/2015 21:11,3197,North St,40.752559,-74.044725,3197,North St,40.752559,-74.044725,24507,Customer,,0
501,21/09/2015 20:46,21/09/2015 20:54,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,24473,Subscriber,1968,1
612,21/09/2015 20:46,21/09/2015 20:56,3184,Paulus Hook,40.7141454,-74.0335519,3214,Essex Light Rail,40.7127742,-74.0364857,24388,Subscriber,1982,2
331,21/09/2015 20:47,21/09/2015 20:52,3197,North St,40.752559,-74.044725,3196,Riverview Park,40.7443187,-74.0439909,24475,Subscriber,1956,1
289,21/09/2015 20:53,21/09/2015 20:58,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24547,Subscriber,1984,1
777,21/09/2015 20:53,21/09/2015 21:06,3184,Paulus Hook,40.7141454,-74.0335519,3209,Brunswick St,40.7241765,-74.0506564,24683,Subscriber,1977,2
288,21/09/2015 20:54,21/09/2015 20:58,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24574,Subscriber,1985,2
617,21/09/2015 20:56,21/09/2015 21:06,3202,Newport PATH,40.7272235,-74.0337589,3209,Brunswick St,40.7241765,-74.0506564,24593,Subscriber,1971,1
609,21/09/2015 20:56,21/09/2015 21:06,3202,Newport PATH,40.7272235,-74.0337589,3209,Brunswick St,40.7241765,-74.0506564,24590,Subscriber,1972,1
95,21/09/2015 21:03,21/09/2015 21:05,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,24682,Subscriber,1983,1
482,21/09/2015 21:03,21/09/2015 21:11,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24441,Subscriber,1983,1
203,21/09/2015 21:04,21/09/2015 21:08,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24442,Subscriber,1985,2
1076,21/09/2015 21:09,21/09/2015 21:27,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,24621,Subscriber,1970,1
198,21/09/2015 21:10,21/09/2015 21:13,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,24434,Subscriber,1976,1
1187,21/09/2015 21:14,21/09/2015 21:34,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,24441,Subscriber,1985,1
225,21/09/2015 21:15,21/09/2015 21:18,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24669,Customer,,0
1566,21/09/2015 21:20,21/09/2015 21:46,3188,NJCU,40.7101087,-74.0858489,3188,NJCU,40.7101087,-74.0858489,24514,Customer,,0
1539,21/09/2015 21:20,21/09/2015 21:46,3188,NJCU,40.7101087,-74.0858489,3188,NJCU,40.7101087,-74.0858489,24412,Customer,,0
891,21/09/2015 21:22,21/09/2015 21:37,3211,Newark Ave,40.72152515,-74.04630454,3210,Pershing Field,40.74267714,-74.05178863,24701,Subscriber,1954,1
1038,21/09/2015 21:23,21/09/2015 21:40,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,24484,Subscriber,1971,1
368,21/09/2015 21:28,21/09/2015 21:35,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,24669,Subscriber,1992,1
304,21/09/2015 21:28,21/09/2015 21:34,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,24583,Customer,,0
1312,21/09/2015 21:30,21/09/2015 21:52,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24521,Subscriber,1981,1
1295,21/09/2015 21:31,21/09/2015 21:52,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24567,Subscriber,1987,2
231,21/09/2015 21:37,21/09/2015 21:41,3184,Paulus Hook,40.7141454,-74.0335519,3214,Essex Light Rail,40.7127742,-74.0364857,24492,Subscriber,1986,2
166,21/09/2015 21:41,21/09/2015 21:44,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24441,Subscriber,1985,1
361,21/09/2015 21:41,21/09/2015 21:47,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,24454,Customer,,0
739,21/09/2015 21:43,21/09/2015 21:55,3194,McGinley Square,40.72533993,-74.06762213,3183,Exchange Place,40.7162469,-74.0334588,24672,Subscriber,1981,1
1244,21/09/2015 21:54,21/09/2015 22:15,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24479,Customer,,0
1254,21/09/2015 21:54,21/09/2015 22:15,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24695,Customer,,0
440,21/09/2015 21:57,21/09/2015 22:04,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,24601,Subscriber,1989,1
1420,21/09/2015 21:59,21/09/2015 22:23,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24567,Subscriber,1987,2
936,21/09/2015 22:00,21/09/2015 22:16,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,24590,Subscriber,1971,1
607,21/09/2015 22:00,21/09/2015 22:11,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24401,Subscriber,1972,1
2333,21/09/2015 22:02,21/09/2015 22:41,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,24505,Subscriber,1985,1
1291,21/09/2015 22:02,21/09/2015 22:24,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24521,Subscriber,1981,1
146,21/09/2015 22:02,21/09/2015 22:05,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24547,Subscriber,1984,1
179,21/09/2015 22:02,21/09/2015 22:05,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24574,Subscriber,1985,2
222,21/09/2015 22:03,21/09/2015 22:07,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24672,Subscriber,1988,1
297,21/09/2015 22:08,21/09/2015 22:13,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,24400,Subscriber,1976,2
574,21/09/2015 22:12,21/09/2015 22:22,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,24672,Subscriber,1984,1
685,21/09/2015 22:18,21/09/2015 22:29,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24677,Subscriber,1985,1
804,21/09/2015 22:27,21/09/2015 22:41,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24422,Subscriber,1981,1
141,21/09/2015 22:49,21/09/2015 22:51,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24444,Subscriber,1984,1
4117,21/09/2015 22:50,21/09/2015 23:59,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24401,Customer,,0
1532,21/09/2015 22:53,21/09/2015 23:18,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,24662,Customer,,0
1527,21/09/2015 22:53,21/09/2015 23:18,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,24395,Customer,,0
199,21/09/2015 22:58,21/09/2015 23:01,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24693,Subscriber,1984,1
98,21/09/2015 23:01,21/09/2015 23:02,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24567,Subscriber,1987,2
814,21/09/2015 23:03,21/09/2015 23:17,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,24567,Subscriber,1981,1
783,21/09/2015 23:04,21/09/2015 23:17,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,24521,Subscriber,1987,2
1873,21/09/2015 23:05,21/09/2015 23:37,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,24599,Subscriber,1981,1
138,21/09/2015 23:24,21/09/2015 23:27,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,24621,Subscriber,1976,2
201,21/09/2015 23:25,21/09/2015 23:28,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,24473,Subscriber,1982,1
371,21/09/2015 23:30,21/09/2015 23:36,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24677,Subscriber,1984,2
415,21/09/2015 23:37,21/09/2015 23:44,3187,Warren St,40.7211236,-74.03805095,3213,Van Vorst Park,40.71848892,-74.04772663,24601,Subscriber,1985,1
565,22/09/2015 02:32,22/09/2015 02:41,3195,Sip Ave,40.73074263,-74.06378388,3210,Pershing Field,40.74267714,-74.05178863,24444,Subscriber,1960,1
988,22/09/2015 04:44,22/09/2015 05:01,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,18245,Subscriber,1987,1
796,22/09/2015 05:04,22/09/2015 05:18,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24723,Subscriber,1987,1
295,22/09/2015 05:15,22/09/2015 05:20,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24430,Subscriber,1991,1
225,22/09/2015 05:25,22/09/2015 05:29,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24422,Subscriber,1980,1
234,22/09/2015 05:41,22/09/2015 05:45,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24574,Subscriber,1980,1
824,22/09/2015 05:41,22/09/2015 05:55,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,24687,Subscriber,1984,2
607,22/09/2015 05:56,22/09/2015 06:06,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,24655,Subscriber,1960,1
758,22/09/2015 06:07,22/09/2015 06:20,3189,West Side Light Rail,40.714402,-74.0887723,3195,Sip Ave,40.73074263,-74.06378388,24419,Subscriber,1988,1
276,22/09/2015 06:12,22/09/2015 06:16,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24679,Subscriber,1965,1
569,22/09/2015 06:15,22/09/2015 06:24,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24440,Subscriber,1969,1
365,22/09/2015 06:20,22/09/2015 06:27,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24688,Customer,,0
1189,22/09/2015 06:29,22/09/2015 06:48,3217,Bayside Park,40.69865054,-74.08207968,3183,Exchange Place,40.7162469,-74.0334588,24544,Subscriber,1977,1
1040,22/09/2015 06:31,22/09/2015 06:49,3196,Riverview Park,40.7443187,-74.0439909,3183,Exchange Place,40.7162469,-74.0334588,24431,Subscriber,1976,1
524,22/09/2015 06:37,22/09/2015 06:46,3209,Brunswick St,40.7241765,-74.0506564,3183,Exchange Place,40.7162469,-74.0334588,24547,Subscriber,1981,2
174,22/09/2015 06:48,22/09/2015 06:51,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24439,Subscriber,1989,1
258,22/09/2015 06:49,22/09/2015 06:54,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24442,Subscriber,1984,2
285,22/09/2015 06:50,22/09/2015 06:55,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,24688,Customer,,0
2059,22/09/2015 06:53,22/09/2015 07:28,3216,Columbia Park,40.6970299,-74.0969366,3185,City Hall,40.7177325,-74.043845,24447,Subscriber,1983,2
235,22/09/2015 06:54,22/09/2015 06:58,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24717,Subscriber,1965,1
1116,22/09/2015 06:57,22/09/2015 07:15,3201,Dey St,40.737711,-74.066921,3196,Riverview Park,40.7443187,-74.0439909,24456,Subscriber,1960,1
173,22/09/2015 07:06,22/09/2015 07:08,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24401,Subscriber,1972,2
470,22/09/2015 07:08,22/09/2015 07:16,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24440,Customer,,0
223,22/09/2015 07:13,22/09/2015 07:17,3196,Riverview Park,40.7443187,-74.0439909,3198,Heights Elevator,40.74871595,-74.0404433,24470,Subscriber,1987,2
2037,22/09/2015 07:13,22/09/2015 07:47,3209,Brunswick St,40.7241765,-74.0506564,3183,Exchange Place,40.7162469,-74.0334588,24698,Subscriber,1979,1
206,22/09/2015 07:15,22/09/2015 07:19,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24597,Subscriber,1975,2
202,22/09/2015 07:15,22/09/2015 07:19,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24618,Subscriber,1976,1
401,22/09/2015 07:17,22/09/2015 07:23,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24593,Subscriber,1982,1
503,22/09/2015 07:19,22/09/2015 07:27,3215,Central Ave,40.7467299,-74.0492509,3195,Sip Ave,40.73074263,-74.06378388,24497,Subscriber,1980,1
1613,22/09/2015 07:22,22/09/2015 07:49,3203,Hamilton Park,40.72759597,-74.04424731,3189,West Side Light Rail,40.714402,-74.0887723,24512,Subscriber,1981,2
133,22/09/2015 07:27,22/09/2015 07:29,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24388,Subscriber,1981,2
797,22/09/2015 07:28,22/09/2015 07:41,3207,Oakland Ave,40.7376037,-74.0524783,3187,Warren St,40.7211236,-74.03805095,24481,Subscriber,1989,1
820,22/09/2015 07:29,22/09/2015 07:43,3210,Pershing Field,40.74267714,-74.05178863,3186,Grove St PATH,40.71958612,-74.04311746,24378,Subscriber,1976,1
407,22/09/2015 07:31,22/09/2015 07:38,3196,Riverview Park,40.7443187,-74.0439909,3197,North St,40.752559,-74.044725,24456,Subscriber,1960,1
945,22/09/2015 07:31,22/09/2015 07:47,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24621,Subscriber,1988,2
493,22/09/2015 07:32,22/09/2015 07:41,3215,Central Ave,40.7467299,-74.0492509,3195,Sip Ave,40.73074263,-74.06378388,24498,Subscriber,1987,2
648,22/09/2015 07:36,22/09/2015 07:47,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,24491,Subscriber,1984,2
256,22/09/2015 07:36,22/09/2015 07:41,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24614,Subscriber,1975,1
632,22/09/2015 07:38,22/09/2015 07:48,3205,JC Medical Center,40.71653978,-74.04963791,3194,McGinley Square,40.72533993,-74.06762213,24571,Subscriber,1971,1
260,22/09/2015 07:39,22/09/2015 07:44,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24625,Subscriber,1981,2
